#_,_
button.back,Geri
log.curse.remove.chicken.head,"[name] başlarını kaybetti, lanetli tavuğu başlarından çıkardı."
log.curse.effect.doom.duck,[name] lanetlenerek 2 level kaybetti.
log.curse.effect.income.tax.1,[name] RTE Laneti [X] değerinde bir [kartı] atar.
log.curse.effect.income.tax.2,[name] [cardlist] 'i RTE Lametine atar.
log.curse.effect.lose.big,[name] büyük bir eşya [card] atacak şekilde lanetlenmiştir.
log.curse.effect.lose.level,[name] Lanetlenerek 1 level kaybetti.
log.curse.effect.lose.small,[name] lanetlenerek 1 küçük item atar [card].
log.curse.effect.lose.armor,[name] lanetlenerek zırhını atar [cardlist].
log.curse.effect.lose.headgear,[name] lanetlenerek  başlığını atar [cardlist].
log.curse.effect.lose.footgear,[name] lanetlenerek  ayakkabsını atar [cardlist].
log.curse.effect.lose.2.cards,[name] [name2] 'nin elinden bir [deck] kartı çeker.
log.curse.effect.malign.mirror,[name] bir sonraki kavgalarında sadece zırhlarından bonus kazanmak için lanetlendi.
log.curse.effect.obnoxious.curse,[name] en büyük bonus itemlerini [card] atacak şekilde lanetlenmiştir.
log.cleric.resurrect.draw,[name] [deck] yığınından [X] kartlar çizmek için diriliş kullanır.
log.cleric.resurrect.discard,[name] Dirilişe [cardlist] atar.
log.cleric.turning,[name] [cardlist] 'i ölümsüzler için atar ve onlara savaşta +3 verir.
log.thief.backstab,[name] [kartı] backstab [name2] 'ye atar ve savaşta -2 verir.
log.thief.theft.success,[name] [card] atar ve [name2] 'den [card2]' i  çalmak [X] için zar atar.
log.thief.theft.fail,[name] [kartı] atar ve bir itemi [X] zar ile çalamadığıı için 1 Level kaybeder.
log.warrior.berserking,[name] [cardlist] 'i Berserk'e gitmeyi ve savaşta +1 vererek atar.
log.wizard.flight.spell,[name] [cardlist] 'i uçmak için atar ve kaçmaları için +1 verir.
log.wizard.charm.spell,[name] Ellerini cazibeye atar [card].
log.elf.helper,"[name] bir Elf'dir, savası kazanmasına yardımcı oldugu icin [X] Level kazanır."
log.halfling.double.sell,[name] [X] için [card] satmak için yarım yeteneklerini kullanır.
log.halfling.luck,"[name] [kartı], koşu rulolarını yeniden yönlendirmek için yarım şanslarını kullanmak için atar ve [X] rulo yapar."
log.sandals.protect,[name] koruma sandaletleri ile [card] 'dan korunur.
log.update.race,[name] 'nin karakter sayfası değişir ve onları [card] yapar!
log.update.class,[name] 'nin karakter sayfası değişir ve onları [card] yapar!
log.update.sex,"[name]'s character sheet changes, making them [sex]!"
log.wandering.monster,[name] uses Wandering Monster to add [card] to the combat.
log.automatic.escape,[name] escapes combat automatically
log.badstuff.loseitems,"[name] loses their [gearType], [cardlist] to [card]."
log.cheat.used,[name] uses Cheat! to use [card].
log.divine.intervention,[name] gains 1 level from Divine Intervention.
log.doppelganger,"[name] copies themself with Doppelganger, gaining +[X] strength in combat."
log.flask.of.glue,[name] plays Flask of Glue to force [name2] to reroll their Run Away roll.
log.halitosis.vs.nose,[name] plays Potion of Halitosis to instantly kill the Floating Nose.
log.help.me.out.here.steal,[name] steals [card] with Help Me Out Here!
log.hireling.equip,[name] gives their Hireling [card].
log.hireling.killed,[name] kills [name2]'s Hireling.
log.hireling.sacrifice,[name] sacrifices their Hireling to escape [card].
log.illusion,[name] replaces [card] with [card2].
log.kneepads.compel,[name] is compelled to help [name2] in combat.
log.loaded.die,[name] sets their roll to [X].
log.monster.enhancer.lose.strength,"[name] plays [card] to [card2], giving it -[X] strength."
log.monster.enhancer.mate,"[name] plays Mate to [card], adding an exact copy of it to the combat."
log.one.shot.bonus.monsters,[name] plays [card] to give the monsters +[X] in combat.
log.one.shot.bonus.players,[name] plays [card] to give the players +[X] in combat.
log.rat.stick.discard,[name] discards Rat on a Stick to escape [card].
log.steal.level,[name] steals 1 level from [name2].
log.tuba.bonus.treasure,"[name] had a Tuba of Charm, so draws 1 Treasure for successfully escaping."
log.undead.pile.on,[name] plays the Undead monster [card] to the combat.
log.wand.of.dowsing,[name] plays Wand of Dowsing to draw [card].
log.wishing.ring,[name]'s Wishing Ring cancels [card].
log.trade.items.one.sided,[name] trades their [card] to [name2].
log.discard.generic,[name] discards [card].
log.no.combat.generic,[name] chooses not to fight [card].
log.help.reward.random,[name] agrees to help [name2] in combat for [X] random treasures.
log.help.reward.draft,[name] agrees to help [name2] in combat for draft picks [string1].
log.help.reward.cards,[name] agrees to help [name2] in combat for [cardlist].
t1.intro,"Canavar kıyafetleri, hazine çalma, Munchkin'in geri dönüş dünyasına hoş geldiniz. Koltuğunuza tutun, zindana dalma zamanı."
t1.goal,"Oyuna sınıfı olmayan düşük bir Level 1 maceracı olarak başlıyorsunuz (heh, heh). Amacınız, başka bir oyuncu oraya gelmeden önce canavarları denemek, canavarları yenmek ve 10. Levelye ulaşmaktır."
t1.char.build,"Oyunun başlangıcında, hazine ve kapı güvertelerinin her birinden dört kart eli alacaksınız. Ardından, oyuna başlamak istediğiniz herhangi bir sınıf, Irk veya ürün kartını oynama şansınız olacak."
t1.moz.1.mobile,Daha yakından bakmak için elinizdeki herhangi bir karta dokunabilir ve tutabilirsiniz. O sümüksü zırhı kontrol edelim.
t1.moz.1.pc,Daha yakından bakmak için elinizdeki herhangi bir kartın üzerine gelebilirsiniz. O sümüksü zırhı kontrol edelim.
t1.play.items,"İğrenç görünüyor, ama +1 bonus için balçık içinde kendinizi köpürmezseniz asla buraya gelmeyeceksin!"
t1.play.items.2,"Slimy zırh giymek için yukarı doğru sürükleyin ve bir ""ekipman"" kutusunun yerleştirdiği görülür."
t1.total.strength,Bu eşyaları oynarken savaş gücünüzün arttığına dikkat edin. Savaş gücü dişli bonusunuza ve mevcut Levelnize eşittir.
t1.play.items2,"Bu sayıyı daha da yüksek kranklamak için sallanan buckler'ı oynayalım. Ekipman savaşta oynanamaz, bu yüzden vaktinden önce hazırlanmaya değer."
t1.end.char.creation,"Oyun kartları işiniz bittiğinde, bu şovu yolda almak için devam et'i tıklayın! (Veya duruma göre koyu önsöz tüneli.)"
t1.turn1,"Önce kalıyorsun! Sıranızın başlangıcında, zindanın bir sonraki odasına kapıyı atmadan önce kart oynama şansınız olacak. Ama bu sefer hepiniz zaten hazırsınız, bu yüzden bu partiyi başlatalım!"
t1.harpies,"Bir canavar belirir! Savaştaki harpları yenmek için gücünüz Levelsinden daha büyük olmalıdır. Eğer kaybedersen, kötü şeyler yaşarsın!"
t1.tie.v1,"Ne yazık ki, güç için bağlandınız: 4 ila 4. Ama elinde yardımcı olabilecek bir kartınız var! Bu savaşçıya göz atın."
t1.class.v1,"Gördüğünüz gibi, savaşçılar bağlarda kazanır! Ekipmanlardan farklı olarak, savaş sırasında bile sıranızda herhangi bir zamanda bir sınıf veya Irk oynayabilirsiniz. Devam et ve şimdi o savaşçıyı oynayın."
t1.tie.v2,Normalde bir kravatta kaybedersiniz. Ama daha önce akıllıca bir savaşçı olduğunuz için zafer için hazırız!
t1.end.player.combat.phase,O harpy'yi yenmek ve eşyalarını almak için saldırıya tıklayın!
t1.gary.ponfusion,"Çok hızlı değil! Gary, burada. Çizici inek olarak da bilinir. Savaş sona ermeden önce, rakipleriniz kart oynama şansı elde ediyor - bu ponfüzyonun cesimi gibi harpies'in gücünü 3 arttırmalıyım!"
t1.easy,"İlk oyunu Gary. Onları kolaylaştıracağımızı kabul ettik, hatırladın mı?"
t1.gary.potion,"Hey, burada değerli bir ders veriyorum! Unutma, acemi: hayat berbat ve insanlar gerizekalı! Ve hey, en azından sadece tek atışlık bir ürün, bu yüzden tekrar yapamam."
t1.jump.in,"Endişelenme, Gary'nin saçmalıklarına cevap verme şansınız var. Devam edin ve Gary'den öncelik almak için Jump-In'i seçin."
t1.oneshot.v1,"Harika! Şimdi bu dondurucu patlayıcı iksirle masayı çevirebilirsiniz! Bu tek atışlık bir ürün, yani ekipmanlardan farklı olarak, savaş sırasında veya rakibinizin sırasına göre elinizden oynanabilir."
t1.oneshot.v2,Harika! Şimdi envanterinizdeki bu dondurucu patlayıcı iksirle masayı çevirebilirsiniz! Envanterinizi erişmek için açabilir veya avatarınızın yanındaki düğmesine dokunun.
t1.rewards,"Harika iş! Bir canavarı her yendiğinizde, bir Level kazanırsınız! Ayrıca Harpies'in 2 hazinenin listelenen ödülünü de kazanırsınız."
t1.charity.warning,"Hmm, elinizde 6 kart var gibi görünüyor. Dönüşü 5'ten fazla bitirirseniz, telafi etmek için en düşük Levelli rakibe kart vermeniz gerekir. Bundan kaçınmak için, neden çizdiğiniz iki hazineyi satmıyorsunuz - yine de kullanamazsınız?"
t1.sell,"Her itemnin sol alt köşesinde altın parça değeri vardır. Savaşta olmadığınızda sırayla, Level kazanmak için 1000 altın parça ürün satabilirsiniz. Pelerin ve şapkanızı satmak için itemler satma düğmesine basın."
t1.pass,"Harika, bir başlangıç ​​yapıyorsun! Şimdi Gary ve ben sıramlarımızı alma zamanı. Dönüşü bir sonraki oyuncuya geçmek için Bitti."
t1.op1.chainsaw,Bu kötü çocukla bazı canavarları doğramak için sabırsızlanıyorum!
t1.op1.jump.in,"Rakiplerinizin dönüşleri sırasında da atlayabilirsiniz. Gary sadece o ""büyük"" testere oynadı, neden atlayıp ona ""büyük eşyayı kaybet"" lanet oynamıyorsun?"
t1.op1.gary.annoyed,Bunu ne için yaptın?!
t1.op1.retort,"Hayat berbat ve insanlar gerizekalı, Gary!"
t1.op1.gary.sulk,"Her neyse. Eğer aptal bir yenilik olmasaydın, beni gerçekten almak için savaşa girene kadar beklerdin. Lanetler her zaman oynanabilir, bilirsiniz."
t1.op1.end.jump.in,"Evet, ama şimdi yapmak eğlenceliydi! Bakalım Gary'nin bundan sonra ne yaptığını görelim."
t1.kick,Tekrar sıranın. Bana o kapıyı açmaya hazırsın gibi görünüyor!
t1.curse,"Oh hayır, bir lanet! Bazen kapıyı açarken canavarlardan başka bir şeyler bulacaksınız. Eğer bir sınıf veya Irk kartı gibi bir şeyse, sadece çizeceksiniz, ancak bir lanetse, hemen oynanır - üzerinde!"
t1.curse.2,"O sümüksü zırhı kaybetmen gerekecek. Parlak tarafta, belki bir gün tekrar temiz hissedeceksin."
t1.trouble,"Bir canavarla karşılaşmazsanız, elinizden bir canavar oynayarak ya da başka bir kapı kartı çizmek için odayı yağmalayarak sorun aramayı seçersiniz."
t1.trouble.2,"Elinizdeki yengeçlerin durması kolay olmalı, neden sorun aramıyor ve onları oynamıyorsunuz?"
t1.gary.comment,"Ha, bunu kolayca kazanmana izin veremem! Bu yengeçleri akıllı hale getirmek için bir canavar geliştirici oynayacağım. Şimdi Level 6'dır, ancak yenilirse ek bir hazine verecektir."
t1.help,Görünüşe göre birkaç güç. Neyse ki yardım etmek için buradayım. Başka bir oyuncunun savaştaki gücünüze güçlerini eklemesini istemek için Yardım İstek düğmesine basabilirsiniz.
t1.help.3,"Canavarı yenmek için Level kazanan tek kişi sizsiniz, genellikle size yardım etmek için insanlara rüşvet vermeniz gerekir. Tek bir hazinenin düşük, düşük fiyatı için size yardımcı olacağım."
t1.offer.2,Teklifi kabul ediyorum. Bazı yengeç keklerinin tadını çıkarma zamanı!
t1.offer.3,Bir din adamı olmadığınız için şimdi keskinlik topuzunu donatamazsınız. Ama devam edin ve taşıma alanınıza oynayın. Belki daha sonra bir kullanım bulacaksınız.
t1.op2.fight,"Maçınızla tanıştın, Tiny Dog!"
t1.op2.enrage,Gary'ye kendi ilacının tadını verme şansı gibi görünüyor. At ve o pooch'u öfkelendirin!
t1.op2.gary.grumble,"Bir sonraki Gary altı taraflı bir kalıp yuvarlayarak kaçmaya çalışacak. 5 veya daha yüksek bir ruloda canavarların ""kötü şeyler"" olumsuz etkisinden kaçınır."
t1.op2.gary.loss,"Ow, her şey ağrıyor!"
t1.trade,Hmmm ... İkimizin sadece birbirlerinin sınıfı tarafından donatılabilecek bir itemsi var gibi görünüyor. Hadi takas edelim!
t1.trade.2,Oyuncular her savaşta olmadığında eşyaları takas edebilirler. Bana bir ticaret sunmak için şimdi ticaret düğmesine basın.
t1.trade.4,Seninle iş yaptığıma memnunum! Avatarınızı tıklayarak eşyalarınızı istediğiniz zaman kontrol edebilirsiniz.
t1.op3.horror,* Çığlık! Ölüm ben olur!
t1.op3.death,"Zavallı Gary. Bir oyuncu öldüğünde, Irkları, sınıfları, lanetleri ve Level dışındaki tüm eşyalarını kaybederler ve bir sonraki dönüşe kadar oyun dışında kalırlar. Bir sonraki dönüşlerinde yeni bir başlangıç ​​eli çekecekler."
t1.op3.death.2,Ama önce vücudu yağmalayarak kartlarından birini alıyoruz. Devam edin ve fantezinize uygun her şeyi alın!
t1.op3.tutorial.end,"Şimdi, ilk cesedinizi yağmaladığınıza göre, bence gerçek bir munchkin olduğunu söylemek güvenli! Buradan dışarıda, seni dövmeye çalışacağım, sana öğretmeyeceğim. Herhangi bir sorunuz varsa, Ayarlar menüsündeki kural kitabını kontrol edin."
t1.op3.tutorial.end2,"Level 5'in ilk oyuncusu bu sefer kazanır (normalde 10). Ve unutmayın, son Levelniz bir canavar öldürerek kazanılmalıdır!"
t1.op3.tutorial.end3,"Güzel, sadece ısınıyordum! En iyi maceracı kazansın!"
t1.play.items3.demo,"Munchkins sadece bir ayak, zırh ve başlık donatabilir ve her elinde sadece 1 item (veya tek bir iki elli item) olabilir. Ayrıca her seferinde sadece bir büyük ürününüz olabilir."
t1.charity.warning.demo,"Hmm, elinizde 6 kart var gibi görünüyor. Dönüşü 5'ten fazla bitirirseniz, en düşük Levelli rakibe kart vermeniz gerekir."
t1.sell.demo,Sadaka bir şeyler vermek zorunda kalmamak için kartlarınızı oynadığınızdan emin olmalısınız.
t1.pass.demo,"Sivri güç şapkanız sadece bir büyücü tarafından donatılabilir, bu nedenle özellikle yararlı değildir, ancak elinizden uzak tutmak için taşıma alanınıza sürükleyebilirsiniz. Oradayken herhangi bir güç sağlamaz."
t1.crabs.demo,Bazı yengeç keklerinin tadını çıkarma zamanı!
kin.tutorial.leave,Terk etmek
kin.tutorial.finish,Oyunu bitir!
t1.op3.tutorial.end1,"Şimdi Gary'ye patron olduğunu gösterdiğine göre, bir Munchkin Pro olmaya yol açıyorsunuz! Buradan dışarıda, seni dövmeye çalışacağım, sana öğretmeyeceğim."
t2.set.1,Başka bir macera zamanı! Neden bu sefer hırsızlığı denemiyorsun?
t2.set.2,"Hırsız, gerçekten mi? Güverteden geçip okunacak en çok metinle kartı buldunuz mu? Bu ne tür bir öğretici?"
t2.turn1.1,"Oğlum, bir sürü işe yaramaz eşya çizmiş gibisin. Ama en azından biraz altın değerinde! Bakalım onları başka birine piyonlayabilir miyiz!"
t2.turn1.2,"Sırayla, savaşta olmadığınızda, bir Level kazanmak için 1000 altın değerinde ürün satabilirsiniz. Envanter ekranınıza gidin ve üvey satıcı ve kalkanınızı satın."
t2.turn1.3,"Yani bir Level, büyük bir anlaşma var. İyi bir eşyaya sahip olmayı tercih ederim."
t2.turn1.4,"itemleri seviyorum. Ve bir din adamı olarak, oraya sahip olduğunuz keskinlik topuzunu gerçekten çok isterim. Neden bana takas edemeyeceksin?"
t2.turn1.5,Hırsız sınıfınızın size karşılığında vermesi için mükemmel olacak bir hançer taşıyorum. Topuz ve hançeri ticaret alanlarına sürükleyin.
t2.turn1.7,"Yikes, bu trolle savaşan bir ele ihtiyacın olacak. Bana getirmek için yardım isteyin düğmesine basın ve gücüm tarafınıza eklenecek!"
t2.turn1.8,"Canavarı yenmek için Level kazanan tek kişi sizsiniz, genellikle size yardım etmek için insanlara rüşvet vermeniz gerekir. Tek bir hazinenin düşük, düşük fiyatı için size yardımcı olacağım."
t2.turn1.9,Şanslısın şu anda bir canavar geliştiricim yok - eğer kaybederseniz ikiniz de kötü şeylerle vurulursunuz!
t2.turn1.enemy.1,Gary'ye karşı çalışmak için hırsızlık becerilerinizi koymak için şimdi atlayın.
t2.turn1.enemy.2,Yetenekleriniz mevcut olduğunda aksiyon alanınızda görünecektir. Gary'nin gücünü azaltmak için Backstab ile Bullrog'u atın.
t2.turn1.enemy.3,"Hmm ... Gary bunu biraz sevmedi. Bir AI rakibinin burada ne kadar arkadaş canlısı olduğunu izleyebilirsiniz. Oyuncular, onlara yönelik eylemlerinizin bir sonucu olarak az ya da çok arkadaş canlısı olacak ve buna göre hareket edeceklerdir. Ama dikkat et! Güvenebileceğiniz tek kişi kendinizdir."
t2.turn1.enemy.4,* Çığlık! Ölüm ben olur!
t2.turn1.enemy.5,"Zavallı Gary. Bir oyuncu öldüğünde, Irkları, sınıfları, lanetleri ve Level dışındaki tüm eşyalarını kaybederler ve bir sonraki dönüşe kadar oyun dışında kalırlar. Bir sonraki dönüşlerinde yeni bir başlangıç ​​eli çekecekler."
t2.turn1.enemy.6,"Ama önce vücudu yağmalayarak kartlarından birini alıyoruz. Henüz zırhınız yok, o zaman neden o alev zırhı almıyorsun?"
t2.turn1.enemy.7,"Şimdi, ilk cesedinizi yağmaladığınıza göre, gerçek bir munchkin uzmanı olduğunuzu söylemek güvenli! Buradan dışarıda, seni öğretmeyecek şekilde Level 10'a yenmeye çalışacağım. Herhangi bir sorunuz varsa, Ayarlar menüsündeki kural kitabını kontrol edin."
t2.turn1.enemy.8,"Şimdi, bu oyunu bitirelim mi? Yoksa solo oyun, zorluklar veya çevrimiçi oyunda sıfırdan bir oyuna başlamayı mı tercih edersiniz?"
t2.turn1.triggered.1,"Güzel, sadece ısınıyordum! En iyi maceracı kazansın!"
t2.turn1.triggered.2,Hey (pozisyon) ilk gerçek oyunun için o kadar da kötü değil. Bize kimin patronunu hiçbir zaman göstereceksin!
t2.turn1.triggered.3,İnanılmaz! İlk oyununuzda bir galibiyet!?! Gary bunun sonunu duymama asla izin vermeyecek ...
ftt.undead,"Elinde ölümsüz bir kart var. Ölümsüz, savaş sırasında başka bir ölümsüz katılmak için oynanabilir."
ftt.multi.monster,İki canavarla karşı karşıya kalıyorsun. Onları yenmek için toplam kombine güçlerinden daha fazla güce sahip olmalısınız.
t1.curse.3,"Kapıyı tekmelemenin dışına çektiğiniz lanetler diğer oyuncularda oynanabilir. Gary'yi ""Büyük Ürün Kaybet"" ile lanetlemeyi deneyin."
tutorial.prompt.complete.header,Öğretici Tamamlandı
tutorial.prompt.complete.body,Ne için bekliyorsun? Yerel ve çevrimiçi oyunda baskın yapılacak daha fazla zindan var!
tutorial.title.tutorial01,Öğretici 1 - Giriş
tutorial.description.tutorial01,Temel bilgileri öğrenin! Bir yerden başlamalısın.
tutorial.title.tutorial02,Öğretici 2 - Daha fazla şey!
tutorial.description.tutorial02,"Ticaret, satış ve yardım isteyerek kendinizi yapışkan durumlardan nasıl çıkaracağınızı öğrenin."
tutorial.cardanatomy.title,Başlık
tutorial.cardanatomy.geartype,Item Tipi
tutorial.cardanatomy.goldcost,Altın maliyeti
tutorial.cardanatomy.cardtype,Kart tipi
eula.acceptterms,Kabul ediyorum
eula.requestupdates,Bana haber gönder
eula.title,Son kullanıcı Lisans Anlaşması
eula.body,"<b> Lisans </b> <br> Bu yazılımı içeren bu Dire Wolf Dijital Oyunu'nu (“Oyun”) kullanarak, bu son kullanıcı lisans sözleşmesinin (“Sözleşme”) yasal olarak bağlayıcı ve geçerli bir sözleşme olduğunu kabul edersiniz ve kabul edersiniz ona bağlı olmak. Fikri mülkiyet yasalarına ve bu Anlaşmanın tüm hüküm ve koşullarına uymayı kabul edersiniz. Oyun Hizmetlerini Kullanma. Sınırlı, münhasır olmayan, devredilemez lisans, alt lisans hakkı olmadan, oyunu bu sözleşmeye ve Dire Wolf Digital ile diğer herhangi bir yazılı anlaşmaya uygun olarak kullanmak. Dire Wolf Digital oyunun başlığını size aktarmaz; Size verilen lisans bir satış değildir. Bu anlaşma, Dire Wolf Digital ile oyunun alıcıları veya kullanıcıları arasında bağlayıcı bir yasal anlaşmadır. br> <br> <b> dağıtım </b> <br> Oyun ve buradaki lisans, yeniden satılmaya, aktarılmaya veya alt lisanslara kopyalanamaz, paylaşılmaz, dağıtılmaz, yeniden satılamaz, veya kısmen. Oyunun kullanımı, oyunu bir bilgisayar veya benzeri cihazda yüklediğiniz, yüklediğiniz veya çalıştırdığınız anlamına gelir. <br> <br> Oyunun çevrimiçi hizmet bölümünü kullanmak için bir hesap oluşturmanız gerekir. Yalnızca ikamet ettiğiniz ülkenizde tam yasal kapasiteye sahipseniz bir hesap oluşturabilirsiniz ve Dire Wolf Digital tarafından bir hesap oluşturmanız özellikle yasaklanmamıştır. Bu Sözleşmenin amaçları doğrultusunda, çevrimiçi hizmetler, sohbet ve çok oyunculu oyunlar oynamak için diğer oyunculara bağlanma araçlarını ve yöntemlerini gösterir. Oyunun kontrolünü, oyununu veya diğer herhangi bir işlevini kullanan, değiştiren veya otomatikleştiren herhangi bir yazılım. > <br> Oyunun pornografik, ırkçı, kaba, müstehcen, iftira edici, iftira edici, küfürlü, nefreti teşvik eden, ayrımcı veya din, etnik miras, Irka dayalı önyargılar sergileyen malzemelerle birlikte kullanmayacak, sergilemeyecek veya dağıtılmayacaksınız. , Cinsiyet, Cinsel Yönelim veya Yaş. Oyunu mühendislik yapmaya, tersine çevirmeye, sökmeye veya ayırmaya çalışmayacak ve denemeyeceksiniz. Oyunu temsil eden veya oyuna dayanan veya bunlardan türetilen herhangi bir türev eser veya diğer eserler oluşturamazsınız. <br> <br> Dire Wolf Digital'in adı, logosu ve oyunu temsil eden grafik dosyası, Korkusuz kurt dijital ürünleri tanıtmanın herhangi bir yolu. Dire Wolf Digital, oyuna ve oyuna ve bu konudaki tüm hak, unvan ve ilginin tek ve münhasır mülkiyetini korur. ve servisler. Tek kullanıcı programının sınırları dahilinde istenen durumlar dışında, kullanıcı tarafından hiçbir program, kod, parça, görüntü, ses örneği veya metin hiçbir şekilde kopyalanamaz veya kullanılmaz. Açıkça verilmeyen tüm haklar, Dire Wolf Digital için ayrılmıştır. ve Dire Wolf Digital'in yazılımını kullanmanızla ilgili herhangi bir iddiaya, işlemlere, talep ve maliyetlere karşı distribütörler. Dire Wolf Digital, çalışanları, temsilcileri veya distribütörleri, herhangi bir sonuçsal, arızi, dolaylı, özel veya cezai zarardan sorumlu olacak (sınırlama olmaksızın, kâr kaybı, kullanım kaybı, iş kesintisi, bilgi kaybı veya veriler veya maddi kayıp), bu sözleşme ile bağlantılı veya bu sözleşmeden kaynaklanan veya bunlarla ilişkili olarak, oyunun veya oyunun kullanımı veya kullanılamaması veya sözleşmeye, haksız fiil veya başka herhangi bir teori dahil Ding ihmali. <br> <br> <b> Garantiler </b> <br> Yazılı olarak açıkça belirtilmedikçe, Dire Wolf Digital bu yazılımla ilgili hiçbir temsil veya garanti vermez ve ifade edilen veya ima edilen diğer tüm garantileri açıkça hariç tutar , sınırlama olmaksızın, belirli bir amaç için satılabilir kalite veya uygunluk ile ilgili herhangi bir zımni garantili dahil olmak üzere sözlü veya yazılı. <br> <br> <b> Yönetim Yasası </b> Kanun çatışması ilkelerine bakılmaksızın Colorado Eyaleti yasalarına uygun. Bu EULA kapsamında ortaya çıkan herhangi bir anlaşmazlık, yalnızca Denver, Colorado şehrinde ve ilçesinde oturan bir federal veya eyalet mahkemesinde dinlenecek ve bu nedenle bu mahkemelerin münhasır olmayan yargı yetkisini geri döndürmez bir şekilde kabul edersiniz. Bu Anlaşmanın herhangi bir hükmü yasadışı, geçersiz veya başka bir şekilde uygulanamaz olarak değerlendirilecekse, bu hükmün bu lisanstan koparılabilmesi ve diğer hükümlerin geçerliliğini ve uygulanabilirliğini etkilemeyeceği kabul edilecektir. <br> <b> fesih </ B> <br> Bu Sözleşmenin hüküm ve koşullarına uyulmaması, bu lisansın otomatik ve derhal feshedilmesine neden olacaktır. Bu lisansın feshi üzerine herhangi bir nedenle, oyunun kullanımını derhal bırakmayı ve bu Sözleşme kapsamında sağlanan oyunun tüm kopyalarını yok etmeyi kabul edersiniz. Sizin tarafınızdan yapılan finansal yükümlülükler bu lisansın sona ermesi veya feshedilmesinde hayatta kalacak. ""Olduğu gibi"" ve herhangi bir tür garantisi olmadan, açık veya zımni (sınırlama olmaksızın, herhangi bir ima edilen performans, satılabilirlik veya belirli bir amaç için uygunluk garantisi dahil) ve bu tür tüm garantiler reddedilir. Bu feragatname, oyun tarafından oluşturulan ve düzenlenen tüm dosyalarla ilgilidir."
ai.avatar.floatingnose,Nosy Ned
ai.avatar.wightbrothers,The Brothers Wight
ai.avatar.plutoniumdragon,Dr. Dragon
ai.avatar.bullrog,Fred
ai.avatar.pottedplant,Peaty Potter
ai.avatar.theshadow,The Shadow
ai.avatar.fredflametoe,Terry Flametoe
ai.avatar.largeangrychicken,Mr. Chicken
ai.avatar.mrbones,Ben Bonesly
ai.avatar.tonguedemon,Lana Longton
ai.avatar.nettroll,Ted Trollbooth
ai.avatar.carolcatsuit,Carol Catsuit
ai.avatar.slimysal,Slimy Sal
ai.avatar.harriethippietin,Harriet Hippietin
ai.avatar.sallyswording,Sally Butterknife
ai.avatar.earlyuppiedink,Earl Yuppiedink
ai.avatar.debbieaxerow,Debbie Axerow
ai.avatar.courageouscarl,Courageous Carl
ai.avatar.insurancesalesman,Sal from Sales
ai.avatar.stonedgolem,Rocky
ai.avatar.wannabeevampire,Count Wannabee
ai.avatar.pierrearrlington,Pierre Arrlington
ai.avatar.ghouliaghostly,Ghoulia Ghostly
ai.avatar.randyrulefinder,Randy Rulefinder
ai.avatar.ottoorcington,Otto Orcington
ai.avatar.mwelbybalding,Welby Balding
ai.avatar.pandolfpocus,Pandolf Pocus
ai.avatar.maulrat,Maulery Ratstuff
ai.avatar.breehornshield,Brie Hornshield
ai.avatar.sueshorterly,Sue Shorterly
ai.avatar.morwengreenfoot,Morwen Greenfoot
kin.challenge.trackmeet.name,Track Meet
kin.challenge.trackmeet.normal.description,"Bir oyuncu başarılı bir şekilde kaçtığında, bir Level kazanırlar (kazanan Level olamaz)."
kin.challenge.trackmeet.heroic.description,"Bir oyuncu başarılı bir şekilde kaçtığında, bir Level kazanırlar (kazanan Level olamaz). Rakipler gerçekten hızlı koşmanın botlarıyla başlar."
kin.challenge.superduper.name,Süper
kin.challenge.superduper.normal.description,"Oyunun başlangıcında kapı kartları çizmek yerine, süper munchkin ve iki rastgele sınıf, yarım cins ve iki rastgele Irkla başlıyorsunuz."
kin.challenge.superduper.heroic.description,"Herkes süper munchkin ve iki rastgele sınıf, yarı cins ve iki rastgele Irkla başlar. Kapı kartları olmadan başlıyorsunuz."
kin.challenge.rulesofattraction.name,Çekim Kuralları
kin.challenge.rulesofattraction.normal.description,Allure Kneepads ile başlıyorsunuz ama rakipleriniz Level 3'te başlıyor.
kin.challenge.rulesofattraction.heroic.description,Herkes Allure Kneepads ile başlar. Rakipleriniz Level 3'ten başlar.
kin.challenge.babyland.name,Bebek arazisi
kin.challenge.babyland.normal.description,"Tüm canavarlar bebektir (-5 güç, -1 hazine). Güverte düşük Levelli canavarlar üst düzey olanlarla değiştirilir."
kin.challenge.babyland.heroic.description,"Tüm canavarlar bebektir (-5 güç, -1 hazine). Güverte düşük Levelli canavarlar üst düzey olanlarla değiştirilir. Bebeklerden kaçarken rulonuza -1 alırsınız."
kin.challenge.veryhelpful.name,Çok yararlı
kin.challenge.veryhelpful.normal.description,"ELF olarak başlıyorsunuz, ancak yardım teklifleri istemeyi reddedemezsiniz."
kin.challenge.veryhelpful.heroic.description,"ELF olarak başlıyorsunuz, ancak yardım teklifleri istemeyi reddedemezsiniz. Kapı güvertesinde 5 ekstra yüz emici ve cüzzam vardır."
kin.challenge.dicechucker.name,Zar Chucker
kin.challenge.dicechucker.normal.description,Canavar Levelleri 3 arttırılır. Bir oyuncu sırayla bir savaşa başladığında bir ölür ve sayıyı savaş güçlerine eklerler.
